Phone Number,Day Mins,Intl Mins,CustServ Calls,Churn
767-9765,2116.2,22.2,0,TRUE
778-7599,292.2,22,2,FALSE
978-5795,21111,20.11,2,TRUE
985-7788,2211.11,20.11,2,FALSE
795-7779,2011.2,20.11,11,FALSE
795-6878,2211.2,9.9,0,TRUE
778-5768,229.9,11.9,2,TRUE
779-7795,2112.6,20.2,11,FALSE
765-9987,292.9,20.2,0,FALSE
979-5686,266.11,9.9,2,FALSE
985-9587,2211.2,22.9,2,FALSE
787-5689,2211.11,2.2,2,TRUE
988-7797,222.9,20.11,2,FALSE
757-5958,202.2,9.9,2,FALSE
986-5875,206.2,20.2,2,FALSE
989-9965,220.11,22.2,2,FALSE
795-5997,2211.2,22,2,TRUE
779-9785,262.11,22.11,2,TRUE
796-7995,292.2,2,2,FALSE
768-9587,269.11,20.9,2,FALSE
785-7966,290.6,9.11,2,FALSE
779-5899,110.11,22.11,2,FALSE
765-9977,2112.2,22.2,0,FALSE
798-7565,69.2,6.11,0,FALSE
977-9878,21111.11,11.2,2,FALSE
789-7789,2110.6,20.2,11,TRUE
979-9777,292,11.11,2,FALSE
757-7788,2611.2,9.9,11,FALSE
776-7587,222.2,6.11,2,FALSE
768-7786,2211.11,22.11,2,FALSE
796-9576,2110.2,22,2,FALSE
778-9577,2119.11,22.2,2,FALSE
775-7997,20.11,9.11,6,TRUE
787-6877,2211.11,11.6,2,FALSE
766-6598,202.2,9.2,11,FALSE
769-7756,21111.2,9.2,2,FALSE
767-7779,222.2,22.11,2,FALSE
985-6666,2112.11,22.11,2,FALSE
988-9779,290.2,9.11,2,FALSE
987-5997,2112.2,9.11,2,FALSE
789-5857,21111,211.11,11,FALSE
788-7767,2011.2,22.2,2,FALSE
768-8775,2211.2,22.6,0,FALSE
799-5956,2211.2,20.9,2,FALSE
785-5569,2110.6,2.11,2,FALSE
777-8678,262.11,11.6,2,FALSE
759-8997,260.2,20,2,TRUE
799-6578,2112.11,11.2,0,TRUE
985-5576,2110.2,211.6,11,TRUE
776-7888,202,22.2,2,FALSE
797-7659,2211.2,22.2,2,FALSE
779-7957,2211.11,6.11,2,FALSE
978-6575,2211.2,9.2,2,TRUE
795-5596,222.2,11.2,2,FALSE
755-7879,299.2,2.6,2,FALSE
775-5898,2112.11,11.11,2,FALSE
775-7998,2611.6,20.9,0,FALSE
756-9558,222,6.2,2,FALSE
798-5788,2110.2,11.11,2,FALSE
798-9887,2911.2,11.2,2,FALSE
775-8787,2116.2,11,0,FALSE
986-9956,2211.11,6.11,2,FALSE
978-5985,2112.2,20,0,FALSE
789-7599,21111,2,2,TRUE
778-9898,229.11,9.6,2,FALSE
758-6977,21111.11,6.2,2,FALSE
779-9587,2011.11,22.2,0,FALSE
977-5878,21111,22.11,0,TRUE
797-9985,222.2,11.6,0,FALSE
797-9579,2911.9,22.6,11,FALSE
757-7967,222.11,20.2,2,FALSE
777-7766,2112.2,22.2,11,FALSE
795-7957,292.11,22.11,2,FALSE
757-8798,229,211.9,0,FALSE
759-5589,222.2,22.2,11,FALSE
987-7587,2011,20.2,11,FALSE
985-8875,222.11,20.2,0,FALSE
798-9698,2211.9,22,2,FALSE
987-9977,2116.6,22.2,2,TRUE
797-6789,269.2,2,2,FALSE
789-5988,229.6,9.2,11,FALSE
775-7579,222.2,11,2,FALSE
795-6769,21111.11,211.11,2,FALSE
988-7797,262.11,211,11,FALSE
777-9769,222.6,9,2,FALSE
789-5797,2110.11,22.11,2,FALSE
778-9975,21111.2,6.11,11,FALSE
775-5756,2112.11,11.2,11,TRUE
799-5757,222.2,2,2,FALSE
797-9857,2110.2,20.2,2,FALSE
785-5687,2112.11,211.6,2,TRUE
795-8758,202,211.11,11,TRUE
779-9586,222.2,2.2,2,FALSE
775-7599,222.2,22.2,2,FALSE
788-5785,2211,11.11,2,FALSE
795-6799,2611.11,211.2,0,FALSE
798-8755,222.11,9.2,11,FALSE
779-9978,222.11,26.2,11,TRUE
789-7959,2211.9,11.2,2,FALSE
768-7977,2.9,22.2,0,FALSE
757-7755,2119.11,20.2,0,FALSE
798-5755,2110.2,22.2,2,FALSE
765-5888,222.11,22,2,FALSE
797-7675,220.2,22.2,2,FALSE
788-8757,269.2,22.6,2,FALSE
787-5776,220.11,2.6,2,FALSE
765-8779,226.11,2.11,0,FALSE
975-5888,269.11,20.6,0,FALSE
795-8778,2116.11,22.2,2,FALSE
987-9887,229.2,2.6,2,FALSE
778-7789,266,211.2,11,FALSE
779-7987,96.2,9.2,2,FALSE
777-5787,112.2,20.9,0,FALSE
795-7779,2611.2,20.2,11,FALSE
789-5889,2116.2,20.2,2,TRUE
797-9796,222.11,22.9,11,FALSE
988-6785,290.6,211,2,FALSE
798-7797,2211.11,22.11,2,FALSE
977-9867,21111.2,22.2,2,FALSE
775-6977,202.6,6.6,11,FALSE
758-7689,222.2,6.2,11,FALSE
779-7985,21111.2,22.9,11,FALSE
768-7878,2110,11.11,0,FALSE
978-7855,2011.9,22.2,0,FALSE
786-9987,292.2,9.11,11,FALSE
766-5597,21111.11,6.2,2,FALSE
775-7778,296.11,20.11,2,FALSE
988-7889,2112.11,211.2,11,FALSE
989-7786,262.9,211.11,0,FALSE
777-5777,202.2,9.2,11,FALSE
757-6985,262.2,9.11,11,FALSE
797-8765,262.2,2.11,2,FALSE
788-6755,292.2,22.2,2,FALSE
759-5978,220.2,11.2,2,FALSE
798-8855,2119.2,22.2,2,FALSE
788-9959,222.2,20.6,2,FALSE
758-7779,2011.2,211.2,2,FALSE
797-9659,21111.6,22.6,2,FALSE
987-9989,2112.11,211.2,2,FALSE
989-9978,21111.2,22.2,2,FALSE
797-8877,222.2,20.11,2,FALSE
797-8779,11211.2,11.2,2,TRUE
988-7595,2211.9,22.2,0,TRUE
986-7756,202.2,22.11,2,FALSE
757-5777,2119.2,22.2,11,FALSE
768-6779,2211.9,211.2,2,FALSE
779-5859,222.6,20.2,2,TRUE
977-7789,2211,22.6,2,FALSE
979-7596,2011.11,11.2,11,FALSE
778-9978,220.2,11,11,FALSE
786-7677,1111.11,6.2,2,FALSE
767-7588,269.11,20.2,2,TRUE
779-5567,226.11,20.6,2,FALSE
767-9777,1111.2,9.2,2,FALSE
779-8787,2211.11,9.9,2,FALSE
778-7555,2116.11,22.2,2,FALSE
755-7887,222.2,6.2,11,FALSE
795-5685,2112.2,20,0,FALSE
767-7766,222.2,211.6,2,FALSE
758-5579,229.2,22.2,2,FALSE
776-9687,206.11,22.2,11,FALSE
779-7577,2119.2,9.6,11,FALSE
957-8577,202.2,2,2,FALSE
757-5576,2211.2,2.11,2,FALSE
987-7558,269.6,11.2,2,FALSE
985-9958,226.2,9.2,2,FALSE
798-5855,2611.2,211,0,FALSE
795-8885,220.2,2.2,2,FALSE
755-6856,292.2,211.11,2,FALSE
985-7886,2116.2,211.11,11,FALSE
776-5988,1111.11,22.11,2,FALSE
779-7689,2211.11,22.2,0,FALSE
798-5977,269.2,11.9,11,TRUE
768-7596,2011.11,2.11,0,FALSE
775-6588,2611.2,20.11,0,FALSE
798-6758,2119.2,20.11,2,FALSE
986-6988,222.2,20.2,2,FALSE
798-7778,21111.9,9.2,2,FALSE
798-5855,2116,22.2,2,FALSE
985-7595,220.2,211.2,0,FALSE
769-9957,262.11,9.9,2,FALSE
759-7958,2611.6,22.11,2,FALSE
777-7895,262.2,9.11,0,TRUE
797-9797,290.11,211.2,2,FALSE
775-5579,2112.2,2.2,2,FALSE
797-7557,222.2,6.11,11,FALSE
776-6987,260.11,22.11,2,FALSE
777-7797,2112.2,6.6,2,FALSE
768-7697,2911.2,11.11,2,FALSE
978-5578,2211.9,20.2,2,TRUE
799-9978,222.2,211.2,0,FALSE
988-7986,2112.2,2.11,2,FALSE
796-7698,2112.2,211.2,2,FALSE
797-5855,200.2,22.9,0,FALSE
958-6965,2112,20.2,2,FALSE
798-5658,222.2,9.11,0,FALSE
989-5579,2211.11,11.11,11,FALSE
797-8559,222.6,11.11,2,FALSE
795-7697,21111.11,22.2,2,FALSE
797-7799,209,22.6,2,FALSE
758-7985,262.11,22.2,2,FALSE
977-9787,220.11,26.2,2,FALSE
987-5587,222.2,22.2,2,FALSE
785-7579,2211.11,20.6,2,FALSE
798-6857,2112.11,2.11,2,FALSE
797-8975,229.6,20.11,2,FALSE
778-8795,2911.6,22.9,0,FALSE
767-7989,292.2,22,0,FALSE
775-9677,2116.2,211.11,0,FALSE
775-7859,21111.2,26.2,0,FALSE
988-7686,21111.11,9.11,2,FALSE
777-7595,226.2,9.11,2,FALSE
779-7889,290.2,20.2,11,TRUE
977-9998,60.6,211.11,0,FALSE
989-7557,2211.2,6.9,0,FALSE
988-6755,226.11,22.2,2,FALSE
758-5789,2911.2,9.2,2,TRUE
798-7786,229.11,20.9,2,FALSE
975-6795,222.11,9.6,0,FALSE
777-7777,222.2,211.6,0,TRUE
797-7799,2116.2,20.2,2,TRUE
799-8859,222.2,9.11,0,FALSE
777-9578,2112.6,22.6,11,FALSE
797-7599,2112.2,20.2,2,FALSE
978-8778,2011.2,22.2,0,FALSE
775-9778,2116.6,22.2,2,TRUE
786-7978,2119.11,22.2,2,TRUE
797-7575,260.9,211.11,11,FALSE
758-9886,296.2,211.2,0,TRUE
985-5985,2911.6,22.2,2,FALSE
988-9865,222.2,22.9,2,FALSE
796-6597,222.9,9.11,0,TRUE
796-9965,229.11,22.6,0,TRUE
796-9579,2112.11,211.2,2,FALSE
767-8775,90.2,22.2,2,FALSE
756-7758,2611.11,26.2,0,FALSE
768-7879,206.2,11.2,2,FALSE
769-8779,22,20.2,11,FALSE
798-5878,220.2,11.11,2,FALSE
765-9758,2211,9.2,2,FALSE
757-9877,296.2,22.2,11,FALSE
797-9789,2112.2,20.2,2,FALSE
798-9578,229.6,2.2,2,FALSE
785-6857,2119.11,20.9,2,FALSE
988-7798,222.2,22,2,FALSE
777-9577,2211.2,6,11,FALSE
758-7779,2911,20.11,2,FALSE
797-7766,206.2,211,2,FALSE
777-5799,260.11,22.2,0,FALSE
795-7879,299.9,22.11,2,FALSE
795-7898,2211.2,11.9,0,FALSE
777-8958,2211.11,20.9,11,FALSE
777-8988,2112.11,22,11,TRUE
975-7587,292.2,211.2,2,FALSE
769-7877,222.2,6.6,2,FALSE
958-8975,96.11,22.11,2,TRUE
795-5579,2116.9,22.11,11,FALSE
985-7858,2211.11,22.2,2,FALSE
799-7778,2911.2,20.11,2,FALSE
795-9755,206.9,20.9,0,FALSE
798-7876,229.11,22.2,11,TRUE
787-6895,222,20,2,FALSE
977-7867,299.11,22.6,0,FALSE
797-5797,226,22.6,2,TRUE
776-9867,2112.6,9.6,2,FALSE
977-5565,222.2,22.2,2,FALSE
979-7975,119.2,9.11,2,FALSE
987-5559,292.6,22.11,2,FALSE
777-5986,220,22,2,TRUE
768-7977,222.2,22.11,11,FALSE
795-5597,292.11,20.2,2,FALSE
977-7999,22.2,211.2,0,TRUE
779-7758,290.2,211,2,FALSE
768-7777,119.11,2.9,2,TRUE
755-5888,2112.6,22.2,0,FALSE
985-7676,2011.11,6.9,2,FALSE
767-5799,2112.11,2.2,2,FALSE
787-5987,2112.11,9.9,11,TRUE
769-7899,222.2,211,2,FALSE
787-5577,292.9,22.2,2,FALSE
765-7668,2112.11,6.2,2,FALSE
757-7577,292.2,20.11,2,FALSE
799-7775,222.11,20.6,0,FALSE
795-8778,222.2,20.9,0,FALSE
777-8895,2112.2,6.11,2,FALSE
786-9587,222.2,22.2,0,FALSE
759-8797,22.11,211.11,0,TRUE
759-7565,222.11,20.11,2,FALSE
759-9776,2211.11,11.11,11,FALSE
776-9987,262.9,2.11,2,FALSE
986-7869,2911.6,211.2,2,FALSE
779-6579,202.2,2.11,0,FALSE
767-8777,92.11,22.6,2,FALSE
797-9769,2611.9,2.9,2,FALSE
755-9778,229.2,211,2,FALSE
778-9557,2211.2,211,0,FALSE
768-8979,226.11,22,11,FALSE
985-9789,222.11,22.11,2,FALSE
787-5998,290.9,211,2,FALSE
757-5696,2112.2,20.9,11,TRUE
975-5997,269.2,22.2,2,TRUE
767-7577,2211.11,2.11,2,FALSE
985-5987,96,9.2,11,FALSE
778-9759,911.2,20.9,2,FALSE
796-7897,90.6,11.2,2,FALSE
798-7889,2112.9,11.11,2,FALSE
988-9858,2112.9,9.2,2,FALSE
756-7998,1111.2,9,2,FALSE
775-5879,260,6.2,2,FALSE
775-6677,2112.9,22.11,0,FALSE
759-7698,226.2,11.2,2,FALSE
975-9798,262.2,11.11,0,FALSE
768-9887,222.2,11.11,2,FALSE
789-5675,222.2,11.2,2,FALSE
755-6868,119.11,22,2,FALSE
797-9695,200.11,20.2,2,FALSE
789-7877,2211,22,2,TRUE
796-5787,2119.11,6.11,2,FALSE
787-5789,2112.11,22.2,11,FALSE
777-7897,226.2,20.6,2,FALSE
785-7999,2112.2,9.11,0,FALSE
758-7555,262.11,9.6,2,FALSE
777-7757,222.2,6.11,11,FALSE
769-8877,2211.9,22.2,0,TRUE
775-9756,2211,22.2,2,FALSE
757-7789,222.9,2.11,2,FALSE
955-9969,222.2,22.2,0,TRUE
766-9577,2211.9,211,2,FALSE
789-9877,11011.2,22.11,0,TRUE
785-9975,21111.9,22.11,2,FALSE
989-7578,2119.6,22.2,2,FALSE
757-7959,21111.11,22.11,11,TRUE
797-7766,92.2,9.9,11,FALSE
778-9888,222.2,11.6,11,FALSE
775-7695,2112.11,20.2,2,FALSE
975-7898,226.2,22.2,0,FALSE
766-5698,202.2,22,6,FALSE
756-5785,2211.6,211.11,2,FALSE
795-9878,229.11,22.2,2,FALSE
765-6585,2112.11,20.11,2,FALSE
777-7757,2112.11,20.2,2,FALSE
779-9669,2011.2,2.6,2,FALSE
796-9656,292.11,22.6,2,FALSE
777-5897,209.2,2.11,2,FALSE
987-7759,1111.11,2.2,11,FALSE
775-5789,92.2,22.2,0,FALSE
767-6885,2112.9,22,2,FALSE
769-5766,222.11,20,2,FALSE
979-9797,202.6,9.2,2,FALSE
987-9779,2611.2,22.2,2,FALSE
777-8955,266.2,6.11,2,TRUE
795-6579,262.2,22.11,2,TRUE
978-5558,2112.11,9.11,2,FALSE
776-7579,222.2,211.2,0,FALSE
986-8759,112.2,2.9,2,FALSE
977-7778,21111,22.2,2,FALSE
797-9987,2116.2,11.6,2,FALSE
988-8955,2119.11,20.9,2,FALSE
777-9566,2211.11,11.11,2,FALSE
979-9899,2112.9,22.11,2,FALSE
769-9989,292.11,22.11,0,FALSE
799-7898,2119.2,211.11,11,FALSE
755-6565,92.6,22.2,11,FALSE
757-7787,209.2,2.2,2,FALSE
777-8987,292.6,6.2,2,FALSE
775-9978,22.6,20.6,2,FALSE
755-6585,62.9,11.9,2,FALSE
796-5995,202.11,6.2,2,FALSE
975-7557,2116.2,22.11,0,FALSE
758-9577,202,2.6,2,FALSE
977-9855,202.9,211.11,2,FALSE
767-8755,226.11,2.2,2,TRUE
788-8897,11211.11,20.2,11,FALSE
768-7776,21111.11,211,2,FALSE
977-7578,220.9,9.2,2,FALSE
799-7568,62.9,22.6,2,FALSE
758-7575,2211.11,9,2,FALSE
759-5797,292,11.2,11,FALSE
987-9598,2211,11.2,0,FALSE
758-6675,229.9,20,2,FALSE
797-9657,11211.2,22.11,2,TRUE
776-7757,2211.2,22.11,0,FALSE
757-7966,211.11,11.2,0,FALSE
799-6668,2911.9,22.2,11,FALSE
987-5677,2112,11.2,2,FALSE
755-7775,222,22.2,2,FALSE
976-7679,222.9,2.6,2,FALSE
798-9975,229.2,9.9,2,FALSE
977-9856,2211.2,2.2,0,FALSE
988-6676,2611.6,11.9,11,FALSE
977-6687,2211.2,211.11,0,FALSE
777-6578,2211.2,11.2,2,FALSE
989-9759,2211.2,9.11,2,FALSE
769-9955,222.2,211.2,2,FALSE
779-6977,202.2,11.11,0,FALSE
765-5787,229.2,22.6,11,FALSE
985-9577,222.2,2.2,11,TRUE
976-7895,21111.11,22.6,2,FALSE
785-9657,2116.2,22.11,2,FALSE
958-5655,2211.2,20.2,0,FALSE
975-7797,222.2,6.6,11,FALSE
779-5679,2911.2,11.11,0,FALSE
987-9588,2211.11,20.11,2,FALSE
757-7897,2211.11,20.2,11,TRUE
769-5899,296.2,22.9,0,FALSE
787-7856,2112.2,20.11,2,FALSE
788-8755,2211,9.2,2,FALSE
978-7775,2119.2,2.2,0,FALSE
788-7979,222.9,6.6,0,FALSE
778-7575,2211.6,20.2,2,FALSE
779-5557,92.2,22.9,2,FALSE
798-8757,92.11,11.11,2,FALSE
777-6857,222.2,11,0,FALSE
799-5977,2119.6,11.11,0,FALSE
775-5567,222.11,22,2,FALSE
797-7958,2119.2,22.11,2,FALSE
975-9875,29.9,20.2,2,FALSE
787-5756,226.9,22,0,FALSE
795-7855,2110,22.2,11,FALSE
758-7979,2112.2,6,2,FALSE
775-6958,220.2,20.9,11,FALSE
755-7879,202,22.2,2,FALSE
785-9997,2211.11,11.9,0,FALSE
786-8576,2110.2,211.11,11,FALSE
767-7878,2112.11,20.11,2,FALSE
768-6976,226.2,9.2,0,FALSE
775-8769,2116,22.11,11,FALSE
798-9879,200.2,22.6,11,FALSE
978-5967,2110.2,2,2,FALSE
799-6695,2116,22.9,2,FALSE
798-9986,222.9,6.11,11,FALSE
797-7797,292.11,22.11,0,FALSE
755-5595,222.11,11.2,11,FALSE
786-8778,21111.2,22.2,2,FALSE
799-9855,2112.6,211.11,2,FALSE
785-9955,2110.11,20.6,11,FALSE
787-5698,2611.2,11.2,2,FALSE
977-7768,2211.11,2.11,2,TRUE
988-9876,222.2,9.11,2,TRUE
779-8759,21111.11,22,0,FALSE
767-8959,262.2,9.2,6,TRUE
988-8978,2611.11,11.2,2,FALSE
799-7898,202.2,11.9,2,FALSE
767-8695,21111.2,20.6,2,FALSE
787-9589,292.2,2.2,2,FALSE
758-5697,21111.2,20.11,2,FALSE
769-7987,222.11,11.2,2,FALSE
799-6855,911.11,20,11,FALSE
775-9888,2112.11,20,11,TRUE
799-5568,2611,22.6,2,FALSE
799-9878,2112.6,11.11,2,FALSE
799-6585,229,22.2,2,FALSE
979-7675,116,11.9,2,FALSE
756-7955,2911.9,22.6,0,FALSE
976-7866,209.2,2.2,0,FALSE
798-7759,21111.9,20.2,2,FALSE
778-9958,229.9,211.11,2,TRUE
975-7578,21111.2,11.2,2,FALSE
797-7567,21111.2,0,0,FALSE
786-5689,269.2,2.6,2,FALSE
779-9759,2911.11,211.11,2,TRUE
798-5978,262.2,22.11,2,FALSE
778-7959,202.2,9.6,0,FALSE
978-9677,269.11,11.2,0,FALSE
797-7755,222.11,11.2,2,FALSE
757-5557,2112.11,22.11,0,FALSE
977-5779,21111.11,22.2,2,FALSE
798-8588,2211.2,211.2,2,TRUE
779-7585,222.6,22.11,2,FALSE
779-7575,2211.11,11.11,2,TRUE
757-7875,2119.11,20.2,2,TRUE
797-9677,202,22.6,0,FALSE
795-9598,2211.2,211.2,2,FALSE
757-7587,222.2,9.2,2,FALSE
778-7986,226.2,20.11,11,FALSE
797-6955,222.2,0,11,FALSE
778-7875,229.2,211.11,0,FALSE
986-5857,262.11,211.2,0,FALSE
768-5958,2911.11,22.11,2,FALSE
988-8775,222.11,22,2,FALSE
787-8587,262.11,6.6,11,FALSE
796-9768,226.2,2.6,2,FALSE
975-8877,222.11,9,2,TRUE
977-7998,21111.2,9.9,2,FALSE
795-5998,292.9,211.2,2,FALSE
799-9575,2112.11,20.2,2,FALSE
988-8578,2119.2,20.2,0,FALSE
975-8769,2110.2,11.2,0,FALSE
798-7555,112.11,20.2,2,FALSE
789-5977,11011.9,11.11,2,TRUE
789-9695,2211.2,11.11,2,TRUE
986-8877,206.2,22.6,11,FALSE
785-9778,262.11,22.11,2,FALSE
979-7995,2211.6,20.2,9,TRUE
798-7877,200.2,2.6,2,FALSE
989-5995,2112.11,20.9,0,FALSE
798-7587,222.9,9.6,2,FALSE
757-6769,220.11,6.2,0,FALSE
985-5877,222.6,211.9,0,FALSE
976-9757,202,2.2,2,TRUE
979-7796,209.11,9.2,6,TRUE
977-6577,292.9,11.9,2,TRUE
797-8769,222.11,20.6,0,TRUE
976-9969,2211.6,22.2,0,FALSE
797-7879,2112.9,20.11,2,FALSE
786-7777,2211.2,22,2,FALSE
775-8585,21111.11,11.11,0,FALSE
987-5856,2119.11,22.2,11,FALSE
767-8959,299.11,22.11,2,FALSE
979-5777,222.11,20.6,2,FALSE
796-7687,292.9,211.2,2,TRUE
799-9598,2211.2,22.11,2,FALSE
785-6978,229.2,22.2,2,FALSE
977-5799,226.11,11.2,0,FALSE
766-5655,2119.2,22.2,2,TRUE
976-7597,2211,211.11,11,TRUE
755-5679,92.9,211,2,FALSE
955-5758,220.2,211.11,2,FALSE
759-5788,202.11,6.2,2,TRUE
787-5577,2211.6,9.2,2,FALSE
957-6699,2011.11,211.2,2,TRUE
795-7785,2112.2,20.11,2,FALSE
787-9859,116.11,11.2,2,FALSE
775-5967,209.9,20.9,0,FALSE
976-6599,2116,9.11,2,FALSE
788-6856,1126.11,2.11,2,TRUE
767-7859,2911,22.11,0,FALSE
786-7778,220,6.2,0,FALSE
796-5858,222.2,9,11,TRUE
759-9867,2116,22.9,2,FALSE
759-6799,911.2,9.11,2,FALSE
775-7585,220.6,22,0,FALSE
795-8758,2119.9,11.9,2,TRUE
977-5798,2119.9,22.6,2,TRUE
787-9767,292.11,20.9,2,TRUE
988-7588,2211.2,211.2,2,FALSE
768-5799,2211.11,11.2,0,FALSE
777-7578,222.6,6.2,2,FALSE
799-9995,2011.11,11.6,2,FALSE
788-7759,222.2,211.2,2,FALSE
779-7678,2119.11,9.11,2,FALSE
757-9589,112.2,22.11,6,TRUE
757-5589,21111,20,2,FALSE
768-6895,2211.2,211.6,0,FALSE
777-9787,222.2,20.2,2,FALSE
777-5558,209,211.11,2,TRUE
798-5767,220,22.2,2,FALSE
777-7599,1111.6,22.11,0,FALSE
955-8799,2116.6,20.11,2,FALSE
977-5958,202.6,211.11,2,FALSE
789-5988,209.6,11.11,2,TRUE
797-6797,292.2,22,2,FALSE
785-7798,2211.2,22.6,2,FALSE
979-5767,2011.2,2,0,FALSE
775-7796,2911.2,22.2,2,FALSE
765-7878,2112.6,2.2,11,FALSE
978-7755,202.2,22,0,FALSE
787-7575,2611.2,9.2,11,FALSE
759-5895,292,22.6,2,FALSE
797-6797,269.11,22.6,2,FALSE
776-8797,202.11,22.9,2,FALSE
768-5758,2112,211.11,11,FALSE
796-8765,2110.2,2.6,11,FALSE
795-9698,209.11,22.9,2,FALSE
779-9798,229.11,20.2,2,TRUE
759-5777,2211.2,211.2,2,FALSE
777-5897,222.2,20,2,FALSE
767-7979,96.2,9.2,2,FALSE
767-7687,202.2,2.2,2,FALSE
958-9977,2112.11,20.2,2,FALSE
757-9855,222.11,22.2,2,FALSE
797-5897,222,11.11,2,FALSE
789-7576,222.2,22.2,2,FALSE
789-9595,209.2,9.11,2,FALSE
759-9667,220,22.11,0,FALSE
797-5867,2112.2,20.9,2,FALSE
795-8977,2110.2,20.2,2,FALSE
779-7685,96.11,9.2,2,FALSE
775-7789,21111.11,11.11,11,FALSE
797-7596,202.9,20.11,0,FALSE
766-5576,262,2.2,2,FALSE
755-5597,226.11,2.11,2,TRUE
758-9778,229.2,11.11,11,FALSE
978-5788,222.11,11.6,11,FALSE
795-5656,260.11,2.2,0,FALSE
985-7775,2112.11,20.2,2,TRUE
777-9778,222.2,11.11,0,FALSE
767-9967,296.2,9.11,0,FALSE
988-5789,2211.2,11.11,2,FALSE
976-9765,226.11,9.9,2,FALSE
979-6597,2211.9,9.2,2,FALSE
795-6697,11011.2,211.2,2,FALSE
797-5965,262.11,22.2,11,TRUE
778-9777,2110,20.11,11,FALSE
985-9686,292.11,22.11,2,FALSE
786-9777,220.2,20.2,2,FALSE
757-8995,2116.2,22.9,2,FALSE
976-5668,226.9,22.11,0,FALSE
778-7875,2116.2,22,2,FALSE
777-8965,2211.2,11.2,0,FALSE
979-9877,2112.2,9.11,0,FALSE
975-5865,2112.11,6.2,0,FALSE
765-5757,262.11,20.11,2,TRUE
759-5779,2211.2,9.11,2,FALSE
757-7789,112.6,9.11,2,FALSE
775-7668,2011.11,11.11,0,FALSE
775-5979,92.6,22.11,11,TRUE
768-7879,262.9,11.2,2,FALSE
799-9785,260.11,11.11,2,FALSE
978-7775,222.11,2.11,2,FALSE
987-5968,110.6,2.2,2,FALSE
796-9989,2112.9,20.2,2,FALSE
757-5958,2112.2,211.11,2,FALSE
765-7779,2211.11,9.6,2,FALSE
758-7697,222.11,211.2,0,FALSE
769-9859,2211.2,26.2,2,FALSE
756-7588,21111.2,9.9,2,FALSE
777-5557,262.11,211,2,FALSE
765-6558,222.2,22.11,11,FALSE
799-5568,2110.2,211.2,2,FALSE
767-7558,21111.11,22.6,0,FALSE
978-5788,2011.2,11.2,2,FALSE
957-5595,211.11,20.9,2,FALSE
986-5595,2119.11,20,2,FALSE
797-6999,222.2,2.2,11,FALSE
977-7968,2112.11,20.2,0,FALSE
789-6885,20.2,0,2,FALSE
975-7689,202.6,20.2,0,FALSE
779-5587,2211.2,22,11,TRUE
796-7786,229.2,22.2,2,FALSE
779-9775,2911.2,22.2,0,FALSE
776-7778,2211.2,2.9,2,FALSE
788-5688,21111.2,11.2,2,FALSE
795-9977,222.2,2.11,2,FALSE
788-9998,2211.9,22.2,2,FALSE
977-7895,229.2,11.2,2,FALSE
977-5786,222.11,2.11,11,FALSE
977-6986,21111.2,22.11,2,FALSE
777-9887,222,9.2,0,FALSE
776-5775,2211,6.2,0,TRUE
767-9879,2112.2,211.2,2,FALSE
798-8679,21111.2,9.9,11,FALSE
987-6565,2211.6,9.2,2,FALSE
796-5587,2611.2,20.2,2,FALSE
977-6769,2211.11,20.2,2,FALSE
778-5895,290.11,2.2,2,FALSE
797-9986,2112.2,22.11,2,TRUE
769-7586,2211.11,211,2,FALSE
958-8897,2211,9.2,2,TRUE
778-9586,292.2,9,0,TRUE
799-6559,2211.6,6.2,11,FALSE
775-5886,2211.11,22,2,FALSE
987-6795,222.2,20.2,11,TRUE
779-9859,22.2,22.9,2,FALSE
975-9857,92.9,22.2,2,FALSE
768-5675,2119.2,9.11,2,TRUE
779-5787,2211.11,6.9,2,FALSE
986-5778,92.11,211.2,11,FALSE
759-7877,226.11,11.2,0,FALSE
797-7798,2112.9,22.2,2,FALSE
777-8567,2119.9,22.2,2,FALSE
785-5957,21111.2,22.9,2,FALSE
777-7999,2011.11,11.2,2,FALSE
766-9587,21111.11,6.6,2,FALSE
975-5585,229.11,20.9,2,FALSE
787-7758,2116.6,11.9,2,FALSE
799-9855,260.2,20,6,FALSE
975-6687,262.11,6.2,2,FALSE
757-7789,2112.2,9.11,2,FALSE
767-7885,2211,20.11,2,FALSE
988-9878,21111.2,26.9,0,FALSE
778-9978,2116.2,9.6,0,FALSE
987-9778,222.6,22.11,2,FALSE
778-9567,292.11,9,2,FALSE
799-6785,222.2,2.2,2,FALSE
777-5595,2011,11,2,FALSE
778-5957,2211.11,22.2,2,FALSE
987-6985,21111.2,20.2,2,FALSE
759-8775,2011.11,211.11,0,FALSE
798-7989,2611.6,22.2,2,FALSE
797-5977,222.2,9.11,2,TRUE
975-6757,222.2,22,11,FALSE
795-6877,266.9,22.11,11,FALSE
979-6569,2211.2,11.11,2,FALSE
798-8595,290.9,2.11,2,FALSE
776-9598,1122.11,20.2,2,TRUE
767-5976,1122,22.11,2,TRUE
957-9896,226,211.11,2,FALSE
756-7585,2112.6,211.11,2,TRUE
775-9988,2911.2,22.2,2,FALSE
958-8957,21111.2,11.11,2,FALSE
776-9875,2911.11,22.11,0,FALSE
799-5586,226.2,2.11,2,FALSE
758-7877,22.2,11.6,0,FALSE
977-9566,2211.2,22.9,2,TRUE
